,recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
36447,6,0,96.16,1,0,1,0,1,1,0
36448,1,6,1916.16,1,0,1,1,0,0,1
36449,8,2,342.9,1,0,2,0,2,0,1
36450,1,0,77.1,1,0,2,1,2,0,1
36451,3,1,109.53,0,1,0,0,2,0,0
36452,1,3,353.66,1,0,1,1,1,1,0
36453,10,1,173.82,0,1,0,1,1,0,0
36454,9,4,549.89,1,0,1,1,1,1,0
36455,10,0,36.86,1,0,2,0,2,0,0
36456,2,4,595.24,0,1,2,1,2,0,0
36457,9,2,326.26,0,1,1,0,1,0,0
36458,2,6,1411.43,1,0,1,1,2,0,1
36459,1,4,570.62,1,1,1,1,1,0,1
36460,5,0,35.12,1,0,0,1,2,1,0
36461,3,2,261.34,1,0,0,0,2,0,0
36462,1,1,113.12,1,0,1,1,1,0,0
36463,10,4,551.09,0,1,1,1,1,0,0
36464,4,0,86.57,1,0,1,1,2,1,0
36465,2,0,66.99,0,1,0,0,2,1,0
36466,7,0,90.57,0,1,0,0,2,1,0
36467,1,0,71.15,0,1,0,0,2,0,0
36468,5,2,295.31,1,1,0,1,1,0,0
36469,5,2,336.95,0,1,1,0,1,0,0
36470,10,1,153.71,0,1,0,1,1,1,0
36471,10,2,265.57,0,1,1,0,0,0,0
36472,11,1,183.75,1,0,0,1,2,0,0
36473,11,1,126.33,1,0,1,1,1,0,0
36474,3,1,168.97,1,0,0,1,1,0,0
36475,3,5,981.71,1,1,2,1,2,0,0
36476,10,2,204.66,1,0,0,1,1,1,0
36477,1,6,1228.03,1,0,0,1,1,1,0
36478,3,2,336.23,0,1,0,0,0,0,0
36479,9,1,152.25,0,1,0,0,2,1,0
36480,9,0,36.09,0,1,2,1,1,1,0
36481,5,3,383.07,0,1,0,0,0,1,0
36482,8,2,304.86,1,0,2,1,2,1,0
36483,4,1,184.03,0,1,0,0,2,0,0
36484,3,2,308.26,0,1,1,0,0,0,0
36485,3,0,75.94,1,0,2,0,2,0,0
36486,8,1,122.78,0,1,0,0,1,0,0
36487,11,0,91.22,0,1,2,0,1,0,0
36488,5,6,1244.43,1,0,0,1,2,1,0
36489,7,0,74.56,1,0,1,1,1,0,0
36490,9,0,65.51,1,0,0,0,2,1,0
36491,4,0,41.29,1,0,0,0,1,0,0
36492,11,0,69.63,1,0,0,0,1,0,0
36493,8,0,97.04,0,1,0,0,2,0,0
36494,6,1,185.58,1,0,2,1,1,0,0
36495,5,3,409.09,0,1,0,0,0,0,0
36496,1,0,97.51,0,1,1,1,2,0,0
36497,8,1,135.85,1,0,0,1,2,0,0
36498,9,1,103.87,0,1,1,1,1,1,0
36499,3,4,508.92,1,0,1,1,2,0,1
36500,1,2,276.07,0,1,1,1,1,1,1
36501,9,2,291.03,0,1,0,1,2,0,0
36502,4,3,390.43,1,1,0,0,1,0,1
36503,10,1,188.79,0,1,1,0,2,0,0
36504,2,5,790.58,1,1,1,1,0,0,0
36505,2,0,51.71,0,1,0,1,1,1,1
36506,3,4,676.71,0,1,1,1,2,0,0
36507,9,0,86.71,0,1,0,1,1,0,0
36508,5,1,187.33,1,0,1,0,2,0,0
36509,7,2,308.1,1,1,1,1,2,1,0
36510,7,2,247.45,1,0,0,1,2,1,0
36511,6,3,400.92,0,1,1,0,0,0,0
36512,3,0,68.07,0,1,0,0,1,0,1
36513,12,0,58.26,1,0,1,1,1,0,0
36514,10,2,251.09,1,0,0,0,1,1,0
36515,10,2,219.7,0,1,1,1,0,0,0
36516,5,2,267.58,0,1,1,0,1,0,0
36517,11,2,301.56,0,1,1,1,1,0,0
36518,4,0,50.37,0,1,1,1,2,0,0
36519,7,0,40.02,0,1,1,0,2,0,0
36520,2,0,29.99,1,0,0,0,1,1,1
36521,9,2,258.44,1,1,1,1,2,1,0
36522,3,5,857.05,1,1,1,1,2,1,0
36523,2,3,431.9,1,0,1,0,2,0,0
36524,6,1,120.3,1,0,0,0,2,0,0
36525,5,1,127.26,0,1,0,0,2,0,0
36526,1,1,176.84,0,1,0,1,2,0,0
36527,10,1,110.84,1,0,0,1,2,0,0
36528,11,1,125.18,1,0,0,0,1,0,0
36529,6,1,146.28,0,1,1,1,1,1,1
36530,7,1,140.07,1,0,2,1,2,0,0
36531,9,5,887.76,1,1,1,1,2,0,0
36532,10,1,107.61,0,1,1,0,1,1,0
36533,1,4,620.07,1,0,0,1,0,0,0
36534,1,1,142.09,0,1,1,1,1,0,0
36535,9,2,280.48,1,1,1,0,1,0,0
36536,8,4,504.05,1,1,0,1,0,1,0
36537,10,0,55.12,0,1,1,1,1,0,0
36538,7,0,76.89,1,0,1,1,2,1,0
36539,10,0,97.51,1,0,1,0,1,1,0
36540,3,3,382.37,1,1,0,1,0,0,1
36541,10,1,109.72,1,0,1,1,1,1,0
36542,1,4,540.73,1,0,1,1,0,1,0
36543,6,3,435.1,0,1,1,0,0,0,1
36544,11,1,130.55,0,1,1,0,1,0,0
36545,1,2,333.54,0,1,1,0,2,1,1
36546,12,0,75.66,1,0,0,0,1,0,0
36547,9,0,56.54,0,1,1,1,1,1,0
36548,4,3,354.62,0,1,2,1,0,1,0
36549,2,6,1202.37,1,1,1,1,0,1,0
36550,5,2,226.26,1,1,1,1,2,0,0
36551,4,3,489.26,1,1,1,1,2,0,0
36552,10,0,31.24,0,1,1,0,2,1,0
36553,8,0,29.99,1,0,1,1,1,0,1
36554,12,4,525.95,1,1,0,1,0,1,0
36555,10,1,105.72,1,0,2,1,2,0,0
36556,9,1,115.6,0,1,2,1,1,1,0
36557,10,0,98.93,1,0,2,0,1,0,1
36558,3,1,187.49,0,1,1,0,1,1,1
36559,10,0,55.59,1,0,0,0,2,1,1
36560,12,1,144.69,0,1,1,0,2,0,0
36561,9,2,280.61,1,0,1,0,0,0,1
36562,2,1,198.97,0,1,2,1,1,0,1
36563,6,3,350.43,1,0,0,0,2,1,1
36564,4,2,213.73,0,1,0,0,2,0,1
36565,4,6,1056.11,1,1,1,1,2,1,0
36566,1,4,644.57,1,1,0,1,0,0,1
36567,5,1,130.65,0,1,0,0,2,1,0
36568,9,2,309.55,0,1,1,0,0,1,0
36569,9,3,436.73,1,1,0,1,2,1,0
36570,3,3,401.92,0,1,1,0,2,0,0
36571,1,6,1386.55,0,1,0,1,2,1,0
36572,2,2,227.17,0,1,0,1,2,0,0
36573,4,5,761.17,1,1,0,1,2,0,1
36574,8,0,34.52,1,0,1,1,1,0,0
36575,8,0,95.36,1,0,1,1,1,0,0
36576,9,3,356.51,0,1,1,1,1,0,0
36577,2,1,186.18,1,0,0,1,1,0,0
36578,7,2,266.06,0,1,1,0,2,1,0
36579,5,0,55.38,0,1,0,0,1,0,0
36580,2,0,75.2,1,0,0,0,1,1,0
36581,9,4,646.64,1,0,2,1,2,0,0
36582,10,1,123.68,1,0,1,0,2,0,0
36583,11,0,46.21,0,1,2,1,2,1,0
36584,1,3,409.94,1,0,0,0,2,0,0
36585,10,2,321.64,1,1,2,0,1,1,0
36586,6,2,341.67,0,1,1,0,2,0,0
36587,6,0,66.16,1,0,1,1,1,1,0
36588,6,3,399.48,1,1,1,1,1,0,0
36589,9,4,556.49,1,0,1,1,0,0,0
36590,1,0,85.64,1,0,1,1,1,0,0
36591,6,1,169.19,0,1,1,1,1,0,0
36592,2,0,52.13,1,0,1,0,2,0,1
36593,6,2,225.1,0,1,2,0,1,0,1
36594,12,0,42.99,0,1,0,0,2,0,0
36595,5,3,350.3,0,1,1,0,1,0,0
36596,10,1,123.69,0,1,2,0,2,1,1
36597,5,1,141.0,1,0,0,0,2,1,0
36598,1,2,345.16,0,1,1,0,0,0,0
36599,1,4,655.68,1,1,0,1,2,1,0
36600,6,4,585.95,0,1,2,1,0,0,0
36601,12,2,290.26,0,1,1,0,0,1,0
36602,5,3,457.74,0,1,1,0,0,0,0
36603,3,0,34.63,0,1,1,1,2,0,0
36604,10,2,287.09,0,1,0,0,1,1,0
36605,6,0,99.77,0,1,1,0,1,0,0
36606,9,0,35.77,0,1,1,0,2,0,0
36607,10,0,67.26,1,0,1,1,1,0,0
36608,1,1,140.36,1,0,2,1,1,0,0
36609,10,2,210.85,0,1,0,0,2,0,0
36610,1,1,142.07,1,0,0,1,2,1,0
36611,10,0,40.1,1,0,0,0,2,0,0
36612,7,0,67.94,0,1,0,1,1,0,0
36613,11,0,85.04,1,0,2,1,2,0,0
36614,6,3,387.76,1,0,0,0,2,1,0
36615,2,3,431.48,0,1,2,0,1,1,1
36616,1,0,45.6,0,1,0,0,1,1,0
36617,11,1,124.59,0,1,1,0,2,1,0
36618,4,1,186.1,1,0,1,1,1,0,0
36619,3,0,63.73,0,1,0,0,1,0,0
36620,1,3,356.8,1,0,1,0,2,0,0
36621,6,1,170.09,0,1,0,1,1,0,0
36622,10,0,80.89,1,0,1,1,1,0,0
36623,4,0,86.56,1,0,0,1,1,0,0
36624,3,0,62.45,1,0,0,1,1,0,0
36625,5,2,345.67,0,1,2,0,1,0,0
36626,5,3,463.43,0,1,1,0,1,0,1
36627,10,2,341.65,0,1,0,0,1,0,0
36628,7,3,379.6,1,0,0,1,1,1,0
36629,2,3,489.74,0,1,0,0,0,0,0
36630,4,2,203.27,1,0,0,0,0,0,1
36631,1,2,277.55,0,1,0,1,2,1,1
36632,7,1,181.35,0,1,0,1,2,0,0
36633,9,3,352.94,0,1,0,0,2,1,1
36634,8,1,187.66,0,1,0,0,2,1,0
36635,9,1,114.69,0,1,1,1,2,0,0
36636,9,0,54.35,1,0,1,0,1,0,0
36637,10,0,48.01,0,1,0,0,2,0,0
36638,4,0,85.98,0,1,2,0,1,0,0
36639,10,1,197.14,0,1,0,1,1,0,0
36640,3,1,140.85,1,0,0,0,1,0,0
36641,2,5,783.85,1,1,1,1,1,0,0
36642,6,2,334.02,0,1,0,0,1,0,0
36643,6,2,222.69,0,1,1,0,0,0,0
36644,10,1,130.43,1,0,1,1,2,0,0
36645,1,1,170.32,0,1,2,0,2,0,0
36646,2,2,279.43,1,0,1,0,1,0,0
36647,1,0,81.69,0,1,1,0,1,0,0
36648,11,3,405.41,0,1,1,0,0,0,0
36649,11,1,142.66,0,1,1,0,1,0,0
36650,1,2,262.07,1,0,1,1,2,0,0
36651,8,1,194.32,0,1,1,1,2,1,0
36652,3,3,351.05,0,1,1,0,2,1,0
36653,3,4,501.27,1,0,0,1,0,0,0
36654,6,1,114.91,1,0,1,1,2,0,0
36655,1,1,152.33,0,1,1,1,2,0,0
36656,7,1,175.05,0,1,0,1,2,0,0
36657,9,0,57.76,1,0,2,0,1,0,0
36658,6,2,222.18,1,1,1,0,2,0,1
36659,5,1,152.68,1,0,2,0,1,0,1
36660,4,1,125.56,1,0,0,0,2,1,0
36661,7,0,34.49,0,1,2,0,2,1,1
36662,3,0,52.75,1,0,1,1,1,1,0
36663,8,0,57.44,1,0,0,0,1,1,0
36664,6,1,182.62,1,0,0,1,2,0,0
36665,1,3,464.15,1,0,2,1,0,1,0
36666,6,3,383.65,1,1,0,0,2,0,1
36667,6,1,131.23,1,0,0,1,2,0,0
36668,3,2,319.07,1,1,1,0,1,1,0
36669,10,0,83.89,1,0,0,1,2,0,0
36670,7,1,145.43,0,1,1,1,2,0,0
36671,9,2,221.04,1,1,0,0,2,0,0
36672,9,1,153.92,1,0,1,0,2,0,0
36673,11,2,264.6,0,1,1,0,1,0,0
36674,10,0,60.26,1,0,0,1,1,0,0
36675,9,2,211.26,1,0,0,1,2,0,0
36676,5,1,184.79,1,0,0,0,1,1,0
36677,1,2,200.4,1,0,1,0,1,0,0
36678,2,0,48.46,0,1,0,0,2,0,0
36679,3,0,85.35,1,0,1,0,2,0,0
36680,12,1,193.92,0,1,0,0,2,0,0
36681,6,4,576.95,1,1,1,1,0,1,0
36682,6,0,65.0,1,0,1,1,1,1,0
36683,6,0,73.48,1,0,1,0,2,1,0
36684,1,4,668.07,1,1,0,1,0,0,0
36685,5,0,98.16,0,1,1,1,1,0,0
36686,6,3,382.27,1,0,0,0,2,0,0
36687,12,0,31.98,0,1,1,0,2,1,0
36688,8,1,149.39,1,0,1,1,2,0,0
36689,7,0,31.24,1,0,0,0,1,1,0
36690,6,0,63.76,0,1,0,1,1,0,0
36691,2,3,407.3,1,1,1,1,0,0,0
36692,7,0,44.99,1,0,0,0,1,1,0
36693,3,1,102.82,0,1,0,0,1,1,0
36694,3,2,340.61,0,1,1,0,2,0,0
36695,8,3,356.33,1,0,2,0,1,0,0
36696,2,3,460.09,1,0,1,0,1,0,0
36697,10,0,30.42,1,0,0,1,2,0,1
36698,4,4,634.84,1,0,1,1,1,1,0
36699,3,4,512.03,0,1,0,1,0,0,0
36700,8,1,130.31,1,0,1,0,1,1,1
36701,1,1,112.47,1,0,0,1,1,0,0
36702,4,2,298.98,1,1,1,0,2,0,1
36703,9,1,146.75,1,0,1,0,2,0,0
36704,6,0,40.67,1,0,0,1,2,1,0
36705,6,1,164.68,0,1,0,0,2,0,0
36706,10,1,154.04,0,1,1,0,1,0,0
36707,1,0,63.2,1,0,0,1,1,0,0
36708,10,0,85.0,0,1,2,0,2,0,0
36709,1,1,147.26,1,0,0,0,2,0,1
36710,10,4,647.26,1,1,0,1,0,1,0
36711,10,0,64.14,0,1,2,1,2,0,1
36712,2,2,299.32,0,1,1,0,0,1,0
36713,1,3,374.53,0,1,0,0,1,1,0
36714,1,4,702.42,0,1,0,1,0,0,0
36715,12,0,49.2,0,1,1,1,1,0,1
36716,10,0,30.08,0,1,2,1,1,1,0
36717,4,4,561.82,0,1,0,1,0,1,1
36718,2,4,613.43,0,1,1,1,2,1,0
36719,4,0,78.46,1,0,0,0,2,0,0
36720,1,2,242.6,1,0,0,0,1,1,0
36721,2,2,220.43,1,0,0,0,1,1,1
36722,8,1,133.48,0,1,1,1,2,1,0
36723,10,3,405.83,1,0,0,0,1,0,0
36724,8,1,143.73,1,0,1,0,1,1,0
36725,1,5,952.01,0,1,0,1,2,0,0
36726,10,3,446.07,0,1,0,0,0,0,0
36727,1,2,318.67,1,1,0,0,2,0,0
36728,9,1,170.46,1,0,1,0,1,0,0
36729,9,3,477.87,1,0,0,0,2,0,0
36730,1,3,366.55,0,1,1,0,2,0,1
36731,9,0,93.53,1,0,1,0,2,0,1
36732,1,4,661.76,1,0,0,1,2,0,0
36733,1,4,564.11,1,0,0,1,0,0,0
36734,3,3,436.7,0,1,1,1,2,0,0
36735,5,4,612.52,0,1,1,1,0,1,0
36736,3,1,123.3,1,0,2,1,2,1,0
36737,2,1,152.19,0,1,0,0,1,0,0
36738,1,2,317.23,1,0,1,0,0,1,0
36739,1,2,235.39,0,1,0,0,0,1,0
36740,8,1,197.3,0,1,0,1,1,0,0
36741,1,2,272.82,0,1,1,0,1,1,0
36742,9,2,287.59,1,1,0,0,1,0,0
36743,3,1,113.54,0,1,0,1,1,0,0
36744,2,3,478.29,1,0,0,1,0,0,0
36745,9,0,72.3,1,0,1,1,2,0,0
36746,6,5,886.18,1,1,1,1,1,0,0
36747,3,2,235.64,1,1,1,0,1,0,0
36748,10,0,69.78,1,0,1,0,1,0,0
36749,5,0,73.93,0,1,0,1,1,0,0
36750,5,1,176.06,1,0,1,0,1,0,0
36751,6,1,151.86,0,1,0,0,2,1,0
36752,5,0,47.8,0,1,1,0,2,1,0
36753,10,0,64.54,0,1,1,0,2,0,0
36754,10,0,53.76,0,1,1,1,2,0,0
36755,5,0,71.92,0,1,0,1,2,0,0
36756,8,0,84.63,1,0,1,1,2,0,1
36757,10,4,617.4,1,0,1,1,0,0,0
36758,3,2,335.07,1,0,1,0,1,1,1
36759,2,0,50.88,1,0,2,0,1,1,0
36760,1,2,285.42,1,0,0,1,2,0,0
36761,12,0,89.19,0,1,0,1,1,1,0
36762,5,2,226.43,0,1,2,0,1,0,0
36763,1,3,454.0,1,0,1,0,1,0,0
36764,1,3,419.9,1,0,0,0,2,1,1
36765,8,0,61.84,0,1,1,1,1,0,0
36766,1,2,222.87,0,1,0,0,2,1,0
36767,3,0,77.4,1,0,2,0,2,0,0
36768,10,3,483.06,0,1,2,0,1,0,0
36769,10,0,55.18,0,1,1,0,1,1,0
36770,3,0,70.27,0,1,1,0,1,1,0
36771,6,2,229.63,1,0,1,0,0,1,0
36772,10,1,118.02,1,0,2,1,1,1,0
36773,4,0,31.78,0,1,0,0,2,0,0
36774,7,1,183.88,0,1,1,0,1,0,0
36775,8,0,62.2,0,1,0,1,2,0,0
36776,2,2,235.83,0,1,1,0,2,0,0
36777,1,3,440.65,1,1,0,0,1,0,1
36778,10,1,134.82,1,0,2,0,1,0,0
36779,10,1,190.52,1,0,1,1,1,1,0
36780,9,2,320.74,1,1,0,0,2,0,0
36781,4,1,173.24,1,0,0,1,1,0,0
36782,2,2,220.72,1,0,1,1,1,0,0
36783,2,3,422.86,0,1,1,1,1,0,0
36784,9,1,184.44,0,1,1,0,1,0,0
36785,9,2,307.5,1,0,1,0,0,1,0
36786,6,0,53.31,1,0,0,1,2,1,0
36787,1,1,153.34,0,1,1,0,2,1,0
36788,4,3,423.22,1,1,1,0,1,0,0
36789,4,5,884.35,1,1,1,1,2,0,0
36790,5,0,78.93,1,0,1,0,1,0,1
36791,11,1,142.6,1,0,1,1,2,1,0
36792,4,4,616.71,1,1,0,1,2,0,0
36793,7,0,59.14,0,1,0,0,2,0,0
36794,9,0,43.59,1,0,1,1,1,0,0
36795,11,0,50.41,0,1,0,1,1,1,0
36796,8,1,113.65,0,1,1,0,1,1,1
36797,9,0,70.86,1,0,0,0,2,0,0
36798,1,2,290.75,0,1,0,0,2,0,1
36799,2,0,58.9,1,0,2,1,1,0,0
36800,6,1,100.32,1,0,2,0,1,0,0
36801,9,1,137.01,0,1,2,1,2,0,0
36802,2,1,173.9,1,0,0,1,2,0,0
36803,2,2,233.88,1,0,2,0,1,1,0
36804,5,0,64.69,0,1,1,1,2,0,1
36805,1,4,668.24,1,0,0,1,1,1,0
36806,3,0,35.31,0,1,1,1,2,0,0
36807,9,2,226.1,1,0,0,0,1,0,0
36808,5,1,131.73,0,1,0,1,2,0,0
36809,10,0,30.05,1,0,1,1,2,0,0
36810,8,4,587.04,1,0,1,1,0,0,0
36811,9,3,379.96,0,1,1,1,1,1,0
36812,3,3,475.91,0,1,0,0,0,0,0
36813,1,3,382.03,1,0,2,1,0,0,0
36814,1,0,59.07,0,1,0,0,1,0,0
36815,2,2,304.25,0,1,0,1,0,0,0
36816,1,6,1895.51,0,1,1,1,0,0,0
36817,4,0,46.07,1,0,0,0,2,1,0
36818,6,1,115.39,1,0,2,0,1,0,0
36819,10,1,119.32,1,0,2,0,1,0,0
36820,1,5,822.66,1,0,2,1,2,0,0
36821,2,4,551.58,1,0,0,1,2,0,0
36822,9,0,56.77,0,1,2,0,1,0,1
36823,1,1,164.17,0,1,1,1,2,0,0
36824,2,0,42.23,0,1,2,0,2,0,0
36825,10,2,219.12,1,0,1,0,0,0,0
36826,3,4,501.37,0,1,2,1,1,0,0
36827,10,0,60.33,0,1,1,1,2,1,0
36828,5,4,510.85,1,1,0,1,2,1,0
36829,1,2,276.5,0,1,0,1,0,0,0
36830,9,0,38.36,1,0,1,0,1,1,0
36831,1,1,127.41,0,1,1,1,2,1,0
36832,3,4,622.85,1,1,1,1,2,0,0
36833,11,0,37.62,0,1,0,1,1,0,0
36834,7,1,198.78,1,0,0,0,2,0,0
36835,4,0,75.86,1,0,2,1,2,1,0
36836,3,2,311.53,1,0,0,0,1,1,1
36837,7,3,454.39,1,1,0,0,1,0,0
36838,10,1,185.55,1,0,1,1,2,0,0
36839,10,2,212.64,1,0,0,1,2,1,0
36840,5,2,206.55,1,1,1,0,1,0,1
36841,3,4,544.18,1,1,1,1,0,1,1
36842,12,0,40.29,1,0,1,0,1,1,0
36843,9,1,162.81,1,0,2,0,2,0,0
36844,7,0,34.64,1,0,1,1,1,0,0
36845,3,0,72.69,1,0,0,1,1,1,0
36846,7,0,32.83,1,0,0,0,1,1,0
36847,7,4,583.1,1,0,0,1,0,0,0
36848,4,0,62.6,1,0,0,0,1,1,1
36849,3,0,84.0,0,1,0,0,2,0,0
36850,4,1,158.91,1,0,0,1,1,0,0
36851,10,3,373.11,1,0,0,0,2,1,0
36852,7,0,95.07,1,0,1,0,1,0,0
36853,8,1,172.99,0,1,1,0,2,0,0
36854,6,1,175.79,1,0,0,1,2,0,0
36855,9,0,37.13,1,0,0,1,2,1,0
36856,5,0,75.72,1,0,1,0,1,0,0
36857,4,0,95.79,1,0,1,0,1,1,0
36858,1,2,203.64,1,1,2,0,0,1,1
36859,3,2,210.03,0,1,0,1,1,0,0
36860,4,2,319.65,0,1,1,1,0,0,0
36861,9,2,202.99,1,0,2,0,0,0,0
36862,1,2,223.08,0,1,0,0,1,0,0
36863,11,4,711.84,1,0,1,1,1,0,0
36864,1,1,191.28,0,1,1,1,2,0,0
36865,1,4,519.32,0,1,0,1,2,0,1
36866,11,1,194.23,0,1,1,1,2,1,1
36867,1,2,319.78,1,0,0,0,2,0,0
36868,6,0,71.31,1,0,2,1,1,0,0
36869,6,5,956.05,1,1,1,1,1,0,0
36870,7,2,272.79,1,0,2,0,1,0,0
36871,10,0,38.98,0,1,0,1,2,1,0
36872,2,0,81.64,0,1,1,1,1,0,0
36873,6,2,293.39,0,1,2,1,0,0,0
36874,4,1,170.13,1,0,0,1,1,0,0
36875,11,2,247.6,0,1,1,0,1,1,0
36876,12,1,133.55,1,0,1,1,1,0,0
36877,2,3,451.87,0,1,1,0,0,0,0
36878,4,4,605.14,0,1,1,1,0,0,1
36879,10,1,190.41,1,0,0,0,2,1,0
36880,1,3,477.6,1,0,1,0,2,0,1
36881,1,2,296.9,1,1,1,1,1,0,1
36882,5,1,100.73,0,1,2,1,1,0,0
36883,9,1,138.4,0,1,1,1,2,0,0
36884,9,4,528.59,0,1,2,1,1,0,0
36885,2,1,177.36,1,0,0,0,2,0,0
36886,1,4,502.55,0,1,2,1,1,0,0
36887,2,4,540.97,1,0,2,1,1,1,0
36888,1,3,444.41,1,0,1,1,0,0,0
36889,1,4,609.12,0,1,2,1,0,0,0
36890,4,1,170.63,1,0,1,1,1,0,0
36891,9,3,414.09,0,1,2,0,2,1,0
36892,5,0,73.11,0,1,0,0,2,1,0
36893,2,4,684.46,1,0,0,1,2,0,1
36894,4,0,85.76,0,1,1,1,1,0,0
36895,6,0,41.65,0,1,1,1,1,0,0
36896,7,0,65.27,0,1,2,0,2,0,0
36897,7,1,179.36,0,1,0,0,2,0,0
36898,8,2,216.73,0,1,2,0,2,0,0
36899,10,1,149.49,0,1,0,1,2,1,0
36900,4,2,333.3,1,0,1,0,1,1,0
36901,1,3,499.06,0,1,0,0,2,0,0
36902,2,2,262.72,1,1,1,1,2,0,0
36903,10,1,142.53,0,1,1,1,1,0,1
36904,1,4,725.63,0,1,1,1,2,0,0
36905,8,1,107.26,1,0,1,0,1,0,0
36906,10,2,309.21,1,1,1,0,2,1,0
36907,1,2,307.01,1,0,2,0,0,1,0
36908,1,2,262.98,0,1,1,0,1,1,0
36909,4,3,359.16,1,0,1,0,1,0,0
36910,1,6,1805.59,1,0,0,1,0,0,0
36911,9,2,267.48,1,0,2,0,0,0,0
36912,5,1,167.65,1,0,1,0,1,1,0
36913,10,3,386.67,1,0,1,0,2,1,0
36914,1,6,1092.29,1,1,0,1,0,1,0
36915,9,1,153.67,0,1,0,1,1,1,0
36916,11,2,254.01,1,1,1,0,1,1,0
36917,1,0,36.73,0,1,1,1,1,0,0
36918,5,1,172.66,0,1,1,0,2,0,1
36919,11,0,40.55,0,1,0,0,1,0,0
36920,3,3,439.64,1,0,2,0,0,0,1
36921,9,0,72.09,0,1,2,1,1,0,0
36922,4,2,210.19,0,1,0,1,2,0,0
36923,11,0,67.91,1,0,0,1,1,0,0
36924,8,1,132.28,0,1,1,1,2,1,0
36925,4,4,619.65,1,0,1,1,0,0,0
36926,2,1,138.14,1,0,0,0,1,1,0
36927,1,4,545.84,0,1,1,1,1,0,1
36928,2,4,505.96,1,1,2,1,0,0,0
36929,3,0,90.99,0,1,1,1,1,0,0
36930,5,1,135.02,1,0,2,0,1,0,0
36931,2,1,158.65,1,0,2,0,1,1,0
36932,10,2,237.92,1,0,0,0,1,0,1
36933,8,2,328.33,0,1,1,0,2,1,0
36934,1,4,631.24,1,1,0,1,2,0,0
36935,4,2,317.41,1,0,0,0,1,1,0
36936,3,3,437.56,1,0,0,0,0,1,0
36937,12,2,325.81,0,1,0,0,0,0,1
36938,1,2,215.33,1,1,0,0,2,1,0
36939,4,2,319.4,1,0,1,0,2,1,0
36940,5,1,112.3,0,1,2,1,1,0,0
36941,4,1,150.03,1,0,0,0,1,1,0
36942,5,6,1052.37,1,1,2,1,1,0,0
36943,1,3,420.82,1,0,0,0,2,0,0
36944,11,1,166.54,1,0,0,1,2,1,0
36945,8,1,173.75,0,1,1,0,1,0,0
36946,10,0,48.52,1,0,0,1,2,1,0
36947,2,1,179.65,0,1,1,0,1,0,0
36948,3,0,85.56,1,0,2,1,2,1,1
36949,1,0,99.14,1,0,0,1,2,1,1
36950,5,0,74.07,1,0,1,1,1,0,0
36951,11,0,35.82,0,1,2,0,1,0,0
36952,4,3,388.43,0,1,1,0,1,1,1
36953,1,1,143.43,1,0,2,1,1,1,0
36954,8,1,183.74,1,0,0,0,1,1,0
36955,1,5,750.18,0,1,1,1,1,1,0
36956,5,2,260.69,0,1,0,0,1,1,0
36957,11,0,64.86,0,1,0,1,2,0,0
36958,2,1,186.78,0,1,2,0,1,1,0
36959,1,3,478.89,1,0,0,0,1,1,1
36960,5,0,49.28,0,1,0,0,2,1,1
36961,6,0,90.35,0,1,0,0,1,0,0
36962,2,4,610.64,1,1,1,1,0,0,0
36963,2,1,116.88,1,0,1,0,1,1,0
36964,7,0,99.84,0,1,1,0,2,0,0
36965,6,0,89.49,0,1,0,1,1,0,0
36966,10,0,63.96,1,0,0,1,1,0,0
36967,3,4,658.88,0,1,1,1,2,1,1
36968,2,0,48.72,1,0,0,1,2,0,0
36969,9,2,333.18,0,1,0,0,1,0,0
36970,1,4,531.26,0,1,0,1,0,1,0
36971,10,3,357.6,1,0,1,0,2,0,0
36972,2,3,392.0,1,0,1,0,0,0,0
36973,1,2,309.57,1,0,0,0,0,0,0
36974,10,1,159.35,1,0,0,1,1,0,0
36975,1,0,40.43,1,0,2,0,1,0,0
36976,9,0,79.78,0,1,0,0,1,0,0
36977,1,2,272.42,0,1,0,0,0,0,0
36978,10,2,316.05,1,0,0,1,2,1,0
36979,12,2,315.2,1,1,0,0,2,0,0
36980,5,2,255.72,0,1,0,0,0,0,0
36981,10,4,713.26,0,1,2,1,2,0,1
36982,1,2,287.54,0,1,0,0,1,0,0
36983,10,2,259.67,1,1,1,1,2,0,0
36984,1,2,212.15,0,1,1,1,1,0,0
36985,10,0,42.41,0,1,0,1,1,1,0
36986,10,2,244.92,1,1,1,0,1,0,0
36987,1,4,588.83,0,1,0,1,0,0,0
36988,3,3,454.73,1,0,1,0,1,0,0
36989,6,2,256.64,0,1,1,1,1,0,0
36990,10,2,248.86,0,1,1,0,0,0,0
36991,3,6,1065.52,1,1,1,1,0,1,1
36992,4,3,359.4,0,1,2,1,2,0,0
36993,11,2,216.25,1,0,1,0,2,1,0
36994,2,1,177.24,0,1,2,1,2,0,0
36995,10,1,121.85,0,1,1,0,2,0,0
36996,4,2,307.31,1,0,1,1,2,0,0
36997,6,1,199.33,0,1,0,1,2,1,0
36998,2,2,224.16,0,1,1,1,2,0,0
36999,10,0,34.9,0,1,2,1,2,0,0
37000,2,3,479.65,1,0,2,1,2,1,1
37001,3,0,62.05,0,1,0,1,2,1,0
37002,6,1,142.7,1,0,2,0,1,0,1
37003,6,5,763.88,0,1,0,1,1,0,0
37004,9,0,53.83,0,1,1,1,2,0,0
